otime,o,h,l,c,vol,ctime,quoteAssetVolume,nTrades,buyBaseAssetV,buyQuoteAssetV,unused
2020-04-23,182.7,193.63000000,178.16000000,185.51,1457867.08713,2020-04-23 23:59:59.999,270862911.36856540,363772.0,719694.31692000,133791885.01731330,0
2020-04-22,170.73,184.00000000,169.78000000,182.7,988698.39076,2020-04-22 23:59:59.999,176079076.92749950,246896.0,488185.26353000,86960811.93958360,0
2020-04-21,170.21,174.70000000,168.00000000,170.74,906381.65398,2020-04-21 23:59:59.999,155292048.43579020,228262.0,454400.78888000,77856857.48694720,0
2020-04-20,180.02,186.46000000,166.70000000,170.2,1547821.52737,2020-04-20 23:59:59.999,273854539.80380100,365589.0,745586.67414000,131918687.66076710,0
2020-04-19,187.4,188.35000000,175.75000000,180.03,995759.5775,2020-04-19 23:59:59.999,181415813.50269480,270668.0,478833.69271000,87227250.30026600,0
2020-04-18,170.61,189.54000000,170.48000000,187.4,1127296.36979,2020-04-18 23:59:59.999,203132211.95640910,286172.0,569708.87703000,102696714.57128610,0
2020-04-17,172.31,174.96000000,168.31000000,170.69,723537.75591,2020-04-17 23:59:59.999,123553456.31967860,191289.0,352005.34180000,60121889.86467380,0
2020-04-16,152.74,174.79000000,148.33000000,172.29,1647207.59991,2020-04-16 23:59:59.999,273639160.06938750,389854.0,830355.78324000,137897793.15056740,0
2020-04-15,158.46,161.29000000,152.00000000,152.73,729119.66505,2020-04-15 23:59:59.999,114640840.11551650,186226.0,347034.48291000,54594699.03576640,0
2020-04-14,156.28,161.85000000,155.23000000,158.45,698030.65089,2020-04-14 23:59:59.999,110710086.10400900,178490.0,343955.51426000,54564372.10918630,0
2020-04-13,158.56,158.97000000,150.00000000,156.29,1042091.03622,2020-04-13 23:59:59.999,160423270.30371500,255965.0,519763.88357000,80051376.52875040,0
2020-04-12,158.33,164.78000000,155.00000000,158.59,809100.24594,2020-04-12 23:59:59.999,129919934.44376530,223429.0,396232.44593000,63624893.23050370,0
2020-04-11,157.81,161.37000000,153.91000000,158.33,621599.61289,2020-04-11 23:59:59.999,98275533.06263670,168046.0,313112.58332000,49512383.08581670,0
2020-04-10,169.56,170.10000000,152.11000000,157.81,1314841.362,2020-04-10 23:59:59.999,209535613.32367140,323430.0,623128.08335000,99285405.30938550,0
2020-04-09,173.15,173.38000000,165.19000000,169.52,719837.24423,2020-04-09 23:59:59.999,122531131.95595830,212541.0,356967.49573000,60787119.84138850,0
2020-04-08,164.62,174.48000000,163.59000000,173.11,1023575.92076,2020-04-08 23:59:59.999,173916484.78615510,287799.0,511443.62149000,86963287.60141520,0
2020-04-07,171.32,176.22000000,162.22000000,164.63,1717962.82538,2020-04-07 23:59:59.999,292710722.58224840,446557.0,854069.17522000,145531653.92763160,0
2020-04-06,142.69,172.00000000,142.60000000,171.32,1636338.7311,2020-04-06 23:59:59.999,257097597.78387530,432858.0,839620.34479000,131930482.84646460,0
2020-04-05,144.1,145.58000000,140.68000000,142.68,414987.45246,2020-04-05 23:59:59.999,59383946.12744140,134223.0,205853.93595000,29454884.73752670,0
2020-04-04,141.3,146.28000000,138.88000000,144.1,573508.14086,2020-04-04 23:59:59.999,81640622.82843230,178768.0,292547.08055000,41667692.34584250,0
2020-04-03,141.27,146.72000000,137.26000000,141.31,797546.11446,2020-04-03 23:59:59.999,113731706.71499980,239800.0,377394.13095000,53851773.63059670,0
2020-04-02,135.65,149.76000000,135.01000000,141.28,1138977.66114,2020-04-02 23:59:59.999,159989506.60494540,314519.0,578693.19522000,81265956.91314490,0
2020-04-01,132.72,136.99000000,128.62000000,135.69,680922.24747,2020-04-01 23:59:59.999,90063924.23039740,199637.0,324454.19164000,42946394.47652280,0
2020-03-31,132.09,135.00000000,130.38000000,132.72,547669.27789,2020-03-31 23:59:59.999,72618183.48059540,172692.0,270347.28434000,35849972.62833730,0
2020-03-30,124.47,135.42000000,124.06000000,132.06,764831.92747,2020-03-30 23:59:59.999,100271145.86256300,241576.0,392536.46962000,51471681.57962200,0
2020-03-29,130.94,131.84000000,123.81000000,124.5,543997.0,2020-03-29 23:59:59.999,69434202.20547170,182914.0,248597.98141000,31762471.02345850,0
2020-03-28,131.33,132.97000000,124.88000000,130.98,896032.10594,2020-03-28 23:59:59.999,115166651.97007420,274768.0,441256.50002000,56744425.26570820,0
2020-03-27,138.4,141.27000000,129.68000000,131.33,706948.54559,2020-03-27 23:59:59.999,96581886.87894690,224835.0,340830.61973000,46615645.76174940,0
2020-03-26,136.11,139.74000000,133.26000000,138.4,751060.63102,2020-03-26 23:59:59.999,101918769.67229330,248508.0,380709.15691000,51679665.33863590,0
2020-03-25,138.42,142.33000000,132.54000000,136.1,1034248.74369,2020-03-25 23:59:59.999,141795323.02687100,317580.0,512056.56415000,70208229.99513950,0
2020-03-24,135.89,143.36000000,132.20000000,138.42,1244377.16334,2020-03-24 23:59:59.999,171156363.69230240,381573.0,627879.32436000,86383070.30653970,0
2020-03-23,122.31,137.50000000,119.50000000,135.92,1436796.12449,2020-03-23 23:59:59.999,184851609.12426900,416820.0,738648.10253000,95088118.66894010,0
2020-03-22,132.63,137.13000000,121.10000000,122.32,1055699.86532,2020-03-22 23:59:59.999,135927941.07951970,337273.0,533153.20327000,68650481.21682690,0
2020-03-21,133.49,137.49000000,125.69000000,132.66,1231842.11121,2020-03-21 23:59:59.999,162468451.77231490,401288.0,607735.22807000,80144362.79303360,0
2020-03-20,136.3,152.55000000,116.74000000,133.48,2504057.63799,2020-03-20 23:59:59.999,345856006.74779890,707216.0,1240999.35166000,171579646.80308030,0
2020-03-19,118.11,143.13000000,115.46000000,136.3,1801071.18816,2020-03-19 23:59:59.999,231626928.16070490,489147.0,904222.90527000,116437845.40569180,0
2020-03-18,115.67,118.50000000,109.86000000,118.11,1201850.31275,2020-03-18 23:59:59.999,137550912.08551710,346312.0,604214.46019000,69185743.99493410,0
2020-03-17,111.02,120.80000000,109.38000000,115.67,1295108.4848,2020-03-17 23:59:59.999,150800664.07195460,378258.0,654284.35784000,76179202.04303240,0
2020-03-16,123.82,124.33000000,101.10000000,111.02,2442064.14448,2020-03-16 23:59:59.999,270353891.80500360,663277.0,1191735.45431000,131882551.29453890,0
2020-03-15,122.54,133.50000000,120.16000000,123.78,1312950.90137,2020-03-15 23:59:59.999,163436235.26909020,346579.0,669525.68240000,83359166.35016240,0
2020-03-14,134.06,134.68000000,120.00000000,122.54,1237674.88642,2020-03-14 23:59:59.999,159192895.55261970,398146.0,628481.86635000,80877487.98928390,0
2020-03-13,107.67,139.68000000,86.00000000,134.06,4663239.92861,2020-03-13 23:59:59.999,560710331.84217540,1199923.0,2314458.37004000,278488985.95526650,0
2020-03-12,194.61,195.55000000,101.20000000,107.82,3814533.14046,2020-03-12 23:59:59.999,548668262.23472350,937284.0,1810764.23167000,260692153.17482450,0
2020-03-11,200.74,203.18000000,181.73000000,194.61,1079824.90167,2020-03-11 23:59:59.999,208232375.18620150,344156.0,539239.29222000,104024026.91909340,0
2020-03-10,202.79,206.20000000,195.54000000,200.7,1020260.107,2020-03-10 23:59:59.999,205536190.19393920,332398.0,501745.90774000,101099251.53024810,0
2020-03-09,199.43,208.62000000,190.00000000,202.81,1661331.83553,2020-03-09 23:59:59.999,332570408.53515290,473504.0,822023.18618000,164639631.82315350,0
2020-03-08,237.23,237.23000000,195.50000000,199.43,1278973.53741,2020-03-08 23:59:59.999,277970187.86826010,412787.0,591086.61596000,128602756.90604900,0
2020-03-07,244.93,251.93000000,236.00000000,237.23,633748.89662,2020-03-07 23:59:59.999,154037325.61130680,238113.0,311459.94084000,75736818.09643840,0
2020-03-06,228.38,245.16000000,227.33000000,244.88,628147.3257,2020-03-06 23:59:59.999,148563741.83299240,234091.0,328731.56561000,77799831.59926970,0
2020-03-05,224.26,234.09000000,224.23000000,228.38,601479.87587,2020-03-05 23:59:59.999,138081898.28666810,227242.0,297495.35318000,68301116.79467770,0
2020-03-04,223.84,228.85000000,220.23000000,224.26,443780.33772,2020-03-04 23:59:59.999,99650220.54162080,167247.0,218963.33645000,49186332.76661420,0
2020-03-03,232.1,232.46000000,219.57000000,223.91,741498.54825,2020-03-03 23:59:59.999,168090325.53879240,253103.0,370933.36958000,84105282.69583100,0
2020-03-02,217.81,234.40000000,216.07000000,231.97,810051.4833,2020-03-02 23:59:59.999,182948651.67645310,258680.0,402597.52232000,90992396.71547610,0
2020-03-01,217.29,227.89000000,212.36000000,217.81,715016.01941,2020-03-01 23:59:59.999,157064953.84227790,265577.0,360047.11333000,79085739.01183300,0
2020-02-29,226.76,233.00000000,217.00000000,217.21,546866.6851,2020-02-29 23:59:59.999,123635801.01782530,211771.0,276266.12871000,62479741.17673970,0
2020-02-28,227.73,234.67000000,214.01000000,226.76,1054994.92397,2020-02-28 23:59:59.999,236064804.33459430,347125.0,510185.33752000,114271376.01220230,0
2020-02-27,223.98,238.30000000,210.00000000,227.79,1273793.11658,2020-02-27 23:59:59.999,287322727.29672570,415969.0,627806.95842000,141632481.67214530,0
2020-02-26,246.67,250.32000000,215.66000000,223.93,1395879.41507,2020-02-26 23:59:59.999,324229460.62116020,454355.0,656347.55839000,152612432.44475370,0
2020-02-25,265.47,266.22000000,244.44000000,246.67,774791.01027,2020-02-25 23:59:59.999,197442911.54473170,277457.0,381947.38852000,97346482.22595150,0
2020-02-24,274.5,277.20000000,257.09000000,265.52,696591.72983,2020-02-24 23:59:59.999,185949182.70858070,263161.0,330793.92829000,88287487.18652770,0
2020-02-23,261.55,275.68000000,261.02000000,274.48,444740.82883,2020-02-23 23:59:59.999,120024058.97196630,178464.0,225478.68725000,60845374.19844940,0
2020-02-22,265.32,266.81000000,256.00000000,261.57,313062.52133,2020-02-22 23:59:59.999,81781388.31935340,136810.0,156822.35067000,40974857.93911700,0
2020-02-21,256.97,268.24000000,253.61000000,265.27,525827.8734,2020-02-21 23:59:59.999,137848242.42793050,214306.0,269791.13743000,70748990.19707250,0
2020-02-20,258.44,264.33000000,245.34000000,256.96,972969.71691,2020-02-20 23:59:59.999,249383114.01101130,373551.0,494884.31858000,126895480.43393930,0
2020-02-19,282.64,285.00000000,251.56000000,258.45,705973.72988,2020-02-19 23:59:59.999,191887955.75834830,298048.0,343303.10692000,93329064.50806450,0
2020-02-18,267.9,285.88000000,258.00000000,282.61,1115523.43992,2020-02-18 23:59:59.999,304162263.30613900,431799.0,550241.02070000,150109585.65248150,0
2020-02-17,258.89,268.77000000,242.00000000,267.85,1110371.39094,2020-02-17 23:59:59.999,280371301.75499170,417529.0,542125.21208000,136867563.53063770,0
